tick,timestamp,position,cash,pnl,trades_executed
1,1746060061.6625762,0,0.0,0.0,0
2,1746060061.664812,0,0.0,0.0,0
3,1746060061.665775,0,0.0,0.0,0
4,1746060061.6663098,0,0.0,0.0,0
5,1746060061.666653,0,0.0,0.0,0
6,1746060061.66704,0,0.0,0.0,0
7,1746060061.6671848,0,0.0,0.0,0
8,1746060061.6672902,0,0.0,0.0,0
9,1746060061.667443,0,0.0,0.0,0
10,1746060061.667584,0,0.0,0.0,0
11,1746060061.667701,0,0.0,0.0,0
12,1746060061.667796,0,0.0,0.0,0
13,1746060061.667871,0,0.0,0.0,0
14,1746060061.6680892,0,0.0,0.0,0
15,1746060061.6683211,0,0.0,0.0,0
16,1746060061.668458,0,0.0,0.0,0
17,1746060061.668751,-2,199.8,-0.060000000000002274,1
18,1746060061.668874,-2,199.8,-0.03999999999999204,1
19,1746060061.669023,-2,199.8,-0.03999999999999204,1
20,1746060061.6691499,-2,199.8,0.10000000000002274,1
21,1746060061.6692429,-2,199.8,0.10000000000002274,1
22,1746060061.669368,-2,199.8,0.10000000000002274,1
23,1746060061.669513,-2,199.8,0.12000000000000455,1
24,1746060061.6696231,-2,199.8,0.12000000000000455,1
25,1746060061.669743,-2,199.8,0.12000000000000455,1
26,1746060061.669856,-2,199.8,0.18000000000000682,1
27,1746060061.670024,-2,199.8,0.22000000000002728,1
28,1746060061.670124,-2,199.8,0.3100000000000023,1
29,1746060061.670222,-2,199.8,0.3300000000000125,1
30,1746060061.670343,-2,199.8,0.37000000000000455,1
31,1746060061.6704268,-2,199.8,0.44999999999998863,1
32,1746060061.670562,-2,199.8,0.4800000000000182,1
33,1746060061.670696,-2,199.8,0.4800000000000182,1
34,1746060061.670783,-2,199.8,0.5500000000000114,1
35,1746060061.6708999,-2,199.8,0.6399999999999864,1
36,1746060061.671009,-2,199.8,0.7300000000000182,1
37,1746060061.6711109,-2,199.8,0.8400000000000318,1
38,1746060061.6712,-2,199.8,0.8600000000000136,1
39,1746060061.6713212,-2,199.8,0.8700000000000045,1
40,1746060061.67144,-2,199.8,0.9800000000000182,1
41,1746060061.6715488,-2,199.8,0.910000000000025,1
42,1746060061.671681,-2,199.8,1.0400000000000205,1
43,1746060061.671798,-2,199.8,1.1999999999999886,1
44,1746060061.6719291,-2,199.8,1.4099999999999966,1
45,1746060061.672045,-2,199.8,1.259999999999991,1
46,1746060061.672199,5,-494.5299999999999,1.3450000000000841,2
47,1746060061.672341,5,-494.5299999999999,1.7700000000000955,2
48,1746060061.672499,5,-494.5299999999999,1.4200000000000728,2
49,1746060061.672585,5,-494.5299999999999,1.2200000000000841,2
50,1746060061.672673,5,-494.5299999999999,1.1200000000000614,2
51,1746060061.672801,5,-494.5299999999999,1.1200000000000614,2
52,1746060061.673992,5,-494.5299999999999,0.9700000000000841,2
53,1746060061.674272,5,-494.5299999999999,1.1700000000001296,2
54,1746060061.6744561,5,-494.5299999999999,1.1700000000001296,2
55,1746060061.6747258,5,-494.5299999999999,1.1700000000001296,2
56,1746060061.674907,5,-494.5299999999999,1.0950000000000841,2
57,1746060061.6750422,5,-494.5299999999999,1.0700000000001069,2
58,1746060061.675146,5,-494.5299999999999,0.9700000000000841,2
59,1746060061.675235,5,-494.5299999999999,0.8950000000001523,2
60,1746060061.675358,5,-494.5299999999999,0.7700000000000955,2
61,1746060061.675652,5,-494.5299999999999,0.7450000000001182,2
62,1746060061.675877,5,-494.5299999999999,0.8700000000001751,2
63,1746060061.67614,5,-494.5299999999999,0.9200000000001296,2
64,1746060061.676262,5,-494.5299999999999,0.9200000000001296,2
65,1746060061.6764412,5,-494.5299999999999,0.6700000000000159,2
66,1746060061.676573,5,-494.5299999999999,0.6700000000000159,2
67,1746060061.676694,5,-494.5299999999999,0.7450000000001182,2
68,1746060061.6773582,5,-494.5299999999999,0.7700000000000955,2
69,1746060061.677571,5,-494.5299999999999,0.720000000000141,2
70,1746060061.67772,5,-494.5299999999999,0.9700000000000841,2
71,1746060061.6778822,5,-494.5299999999999,0.8950000000001523,2
72,1746060061.67807,5,-494.5299999999999,1.0950000000000841,2
73,1746060061.6781719,5,-494.5299999999999,1.2450000000000614,2
74,1746060061.678324,5,-494.5299999999999,1.295000000000016,2
