tick,timestamp,position,cash,pnl,trades_executed
71,1746060061.6778822,-33,3288.9699999999993,19.164999999999054,11
72,1746060061.67807,-33,3288.9699999999993,17.844999999999345,11
73,1746060061.6781719,-33,3288.9699999999993,16.85499999999911,11
74,1746060061.678324,-33,3288.9699999999993,16.524999999999636,11
75,1746060061.678796,-33,3288.9699999999993,16.194999999999254,11
76,1746060061.679151,-33,3288.9699999999993,18.00999999999931,11
77,1746060061.679554,-33,3288.9699999999993,20.649999999999636,11
78,1746060061.679701,-33,3288.9699999999993,20.97999999999911,11
79,1746060061.6798239,-33,3288.9699999999993,21.639999999999418,11
80,1746060061.679944,-33,3288.9699999999993,21.144999999999072,11
81,1746060061.680086,-33,3288.9699999999993,22.13499999999931,11
82,1746060061.680244,-33,3288.9699999999993,22.46499999999878,11
83,1746060061.680385,-33,3288.9699999999993,22.13499999999931,11
84,1746060061.680513,-33,3288.9699999999993,22.46499999999878,11
85,1746060061.680732,-33,3288.9699999999993,21.969999999999345,11
86,1746060061.680922,-33,3288.9699999999993,21.969999999999345,11
87,1746060061.681033,-33,3288.9699999999993,22.13499999999931,11
88,1746060061.681172,-33,3288.9699999999993,22.299999999999272,11
89,1746060061.681352,-33,3288.9699999999993,22.299999999999272,11
90,1746060061.6815841,-33,3288.9699999999993,22.46499999999878,11
91,1746060061.6818821,-33,3288.9699999999993,22.794999999999618,11
92,1746060061.6820211,-33,3288.9699999999993,22.95999999999958,11
93,1746060061.682275,-33,3288.9699999999993,23.289999999999054,11
94,1746060061.6824472,-33,3288.9699999999993,21.639999999999418,11
95,1746060061.682577,-33,3288.9699999999993,24.9399999999996,11
96,1746060061.682745,-28,2794.0699999999993,23.749999999999545,12
97,1746060061.682985,-28,2794.0699999999993,22.349999999999,12
98,1746060061.683224,-28,2794.0699999999993,23.4699999999998,12
99,1746060061.6834428,-28,2794.0699999999993,25.00999999999931,12
100,1746060061.683688,-28,2794.0699999999993,25.14999999999918,12
