tick,timestamp,position,cash,pnl,trades_executed
1,1746060061.6625762,0,0.0,0.0,0
2,1746060061.664812,0,0.0,0.0,0
3,1746060061.665775,0,0.0,0.0,0
4,1746060061.6663098,0,0.0,0.0,0
5,1746060061.666653,8,-800.16,-0.15999999999996817,2
6,1746060061.66704,8,-800.16,-0.15999999999996817,2
7,1746060061.6671848,8,-800.16,-0.15999999999996817,2
8,1746060061.6672902,8,-800.16,-0.15999999999996817,2
9,1746060061.667443,8,-800.16,-0.08000000000004093,2
10,1746060061.667584,-11,1099.7400000000002,-0.3149999999995998,4
11,1746060061.667701,-11,1099.7400000000002,-0.14999999999986358,4
12,1746060061.667796,-11,1099.7400000000002,0.18000000000006366,4
13,1746060061.667871,-11,1099.7400000000002,0.12500000000022737,4
14,1746060061.6680892,-5,499.86000000000024,0.11000000000024102,5
15,1746060061.6683211,-5,499.86000000000024,0.13500000000021828,5
16,1746060061.668458,-5,499.86000000000024,0.13500000000021828,5
17,1746060061.668751,-5,499.86000000000024,0.2100000000002069,5
18,1746060061.668874,-5,499.86000000000024,0.2600000000002183,5
19,1746060061.669023,-5,499.86000000000024,0.2600000000002183,5
20,1746060061.6691499,-5,499.86000000000024,0.610000000000241,5
21,1746060061.6692429,-5,499.86000000000024,0.610000000000241,5
22,1746060061.669368,-5,499.86000000000024,0.610000000000241,5
23,1746060061.669513,-15,1498.0700000000004,0.47000000000025466,7
24,1746060061.6696231,-28,2795.4700000000003,-0.04999999999972715,9
25,1746060061.669743,-28,2795.4700000000003,-0.04999999999972715,9
26,1746060061.669856,-28,2795.4700000000003,0.7899999999999636,9
27,1746060061.670024,-23,2296.17,1.0000000000004547,10
28,1746060061.670124,-23,2296.17,2.0349999999998545,10
29,1746060061.670222,-23,2296.17,2.2649999999998727,10
30,1746060061.670343,-23,2296.17,2.724999999999909,10
31,1746060061.6704268,-43,4289.25,3.2249999999994543,13
32,1746060061.670562,-57,5684.21,3.5900000000001455,14
33,1746060061.670696,-57,5684.21,3.5900000000001455,14
34,1746060061.670783,-57,5684.21,5.585000000000036,14
35,1746060061.6708999,-46,4587.51,6.829999999999927,15
36,1746060061.671009,-46,4587.51,8.900000000000546,15
37,1746060061.6711109,-46,4587.51,11.430000000000291,15
38,1746060061.6712,-46,4587.51,11.890000000000327,15
39,1746060061.6713212,-46,4587.51,12.11999999999989,15
40,1746060061.67144,-46,4587.51,14.650000000000546,15
41,1746060061.6715488,-46,4587.51,13.040000000000873,15
42,1746060061.671681,-46,4587.51,16.030000000000655,15
43,1746060061.671798,-46,4587.51,19.710000000000036,15
44,1746060061.6719291,-46,4587.51,24.539999999999964,15
45,1746060061.672045,-29,2900.52,21.6899999999996,17
46,1746060061.672199,-29,2900.52,24.445000000000164,17
47,1746060061.672341,-15,1512.84,23.939999999999827,18
48,1746060061.672499,-15,1512.84,24.99000000000001,18
49,1746060061.672585,-15,1512.84,25.589999999999918,18
50,1746060061.672673,-15,1512.84,25.8900000000001,18
51,1746060061.672801,-15,1512.84,25.8900000000001,18
52,1746060061.673992,-15,1512.84,26.339999999999918,18
53,1746060061.674272,-15,1512.84,25.73999999999978,18
54,1746060061.6744561,-15,1512.84,25.73999999999978,18
55,1746060061.6747258,-15,1512.84,25.73999999999978,18
56,1746060061.674907,-15,1512.84,25.964999999999918,18
57,1746060061.6750422,-15,1512.84,26.039999999999736,18
58,1746060061.675146,-15,1512.84,26.339999999999918,18
59,1746060061.675235,-15,1512.84,26.564999999999827,18
60,1746060061.675358,-8,819.3499999999999,26.86999999999989,19
61,1746060061.675652,-8,819.3499999999999,26.909999999999854,19
62,1746060061.675877,-8,819.3499999999999,26.70999999999981,19
63,1746060061.67614,-8,819.3499999999999,26.62999999999988,19
64,1746060061.676262,-8,819.3499999999999,26.62999999999988,19
65,1746060061.6764412,-9,918.3699999999999,27.00999999999999,20
66,1746060061.676573,-9,918.3699999999999,27.00999999999999,20
67,1746060061.676694,-21,2106.97,26.8149999999996,21
68,1746060061.6773582,-21,2106.97,26.70999999999958,21
69,1746060061.677571,-21,2106.97,26.919999999999618,21
70,1746060061.67772,-21,2106.97,25.86999999999989,21
71,1746060061.6778822,-21,2106.97,26.18499999999949,21
